,msa,element_1,skills_lq_1
844,C1042,5419,1.0249004421243724
845,C1042,5511,4.185137180141975
846,C1042,5611,1.2237137419629036
847,C1042,5612,0.0
848,C1042,5613,1.0622916371284814
849,C1042,5614,1.84512554595054
850,C1042,5615,0.0
851,C1042,5616,0.5938389773706787
852,C1042,5617,1.0871156678986629
853,C1042,5619,1.547249925075871
854,C1042,5621,0.0
855,C1042,5622,0.0
856,C1042,5629,0.9220552059700821
857,C1042,6111,1.4511180083215114
858,C1042,6112,0.0
859,C1042,6113,0.0
860,C1042,6114,0.0
861,C1042,6115,0.0
862,C1042,6116,0.9385916350629239
863,C1042,6117,0.0
864,C1042,6211,1.226959600344462
865,C1042,6212,0.9787576113226059
866,C1042,6213,1.2327905651194278
867,C1042,6214,0.7584011022927534
868,C1042,6215,0.8203752445311139
869,C1042,6216,1.539522379598809
870,C1042,6219,1.5116273227401569
871,C1042,6221,0.0
872,C1042,6222,0.0
873,C1042,6223,0.0
874,C1042,6231,1.8010013543323562
875,C1042,6232,1.6687154949041993
876,C1042,6233,2.001513677119555
877,C1042,6239,1.296507866589434
878,C1042,6241,0.7834270464554501
879,C1042,6242,2.2276176924969575
880,C1042,6243,0.0
881,C1042,6244,1.2596270739899034
882,C1042,7111,0.0
883,C1042,7112,0.7672370855581839
884,C1042,7113,0.0
885,C1042,7114,0.0
886,C1042,7115,0.9400953376548203
887,C1042,7121,1.698253692542894
888,C1042,7131,0.0
889,C1042,7132,0.0
890,C1042,7139,0.0
891,C1042,7211,0.0
892,C1042,7212,0.0
893,C1042,7213,0.0
894,C1042,7223,0.0
895,C1042,7224,0.0
896,C1042,7225,1.0977891329196057
897,C1042,8111,1.3664100023168735
898,C1042,8112,0.8353921426828799
899,C1042,8113,1.2664931041878105
900,C1042,8114,1.1683521872174603
901,C1042,8121,1.4152831111645219
902,C1042,8122,2.0029784543702815
903,C1042,8123,1.6392141621109895
904,C1042,8129,0.7301427148191686
905,C1042,8131,0.0
906,C1042,8132,0.8364629783989415
907,C1042,8133,0.0
908,C1042,8134,1.4793092451511733
909,C1042,8139,0.8906234794261286
910,C1042,8141,0.37835288979583714
911,C1042,9999,0.02953445706164572
912,C1050,1111,0.0
913,C1050,1112,2.3313711450563
914,C1050,1113,0.0
915,C1050,1114,1.4070376241041889
916,C1050,1119,22.588619064000074
917,C1050,1121,3.6388775489216134
918,C1050,1122,0.0
919,C1050,1123,0.0
920,C1050,1124,0.0
921,C1050,1125,0.0
922,C1050,1129,0.0
923,C1050,1131,194.75952323772154
924,C1050,1132,0.0
925,C1050,1133,0.0
926,C1050,1141,0.0
927,C1050,1142,622.6598179126589
928,C1050,1151,2.745348998291537
929,C1050,1152,0.0
930,C1050,1153,0.0
931,C1050,2111,0.0
932,C1050,2121,0.0
933,C1050,2122,0.0
934,C1050,2123,0.0
935,C1050,2131,0.0
936,C1050,2211,0.0
937,C1050,2212,0.0
938,C1050,2213,0.0
939,C1050,2361,0.0
940,C1050,2362,1.9310619130552307
941,C1050,2371,1.3258851275890877
942,C1050,2372,0.0
943,C1050,2373,0.0
944,C1050,2379,0.0
945,C1050,2381,0.0
946,C1050,2382,0.0
947,C1050,2383,0.8954599624901179
948,C1050,2389,2.0856841525031555
949,C1050,3111,0.0
950,C1050,3112,0.0
