,msa,element_1,skills_lq_1
12414,C1401,6116,2.7748538777771814
12415,C1401,6117,0.7732836801113634
12416,C1401,6211,0.0
12417,C1401,6212,0.0
12418,C1401,6213,2.4474469790801834
12419,C1401,6214,1.1102491378277584
12420,C1401,6215,1.8339787607958717
12421,C1401,6216,0.11400704536612868
12422,C1401,6219,0.8008882355803374
12423,C1401,6221,0.0
12424,C1401,6222,0.0
12425,C1401,6223,0.0
12426,C1401,6231,0.0
12427,C1401,6232,0.0
12428,C1401,6233,4.195381616138802
12429,C1401,6239,0.0
12430,C1401,6241,0.0
12431,C1401,6242,3.5979865961046613
12432,C1401,6243,0.0
12433,C1401,6244,0.0
12434,C1401,7111,0.0
12435,C1401,7112,1.50592758367824
12436,C1401,7113,1.0088718764528328
12437,C1401,7114,0.0
12438,C1401,7115,0.0
12439,C1401,7121,0.0
12440,C1401,7131,0.0
12441,C1401,7132,0.0
12442,C1401,7139,3.924309394957268
12443,C1401,7211,0.0
12444,C1401,7212,0.0
12445,C1401,7213,0.0
12446,C1401,7223,0.0
12447,C1401,7224,0.0
12448,C1401,7225,3.1504236427882106
12449,C1401,8111,2.742879376816955
12450,C1401,8112,0.8704590083648253
12451,C1401,8113,0.0
12452,C1401,8114,4.198681771055368
12453,C1401,8121,2.051573411575471
12454,C1401,8122,3.0394027356798827
12455,C1401,8123,0.0
12456,C1401,8129,0.0
12457,C1401,8131,0.0
12458,C1401,8132,1.0412619220968653
12459,C1401,8133,0.0
12460,C1401,8134,0.0
12461,C1401,8139,0.0
12462,C1401,8141,0.0
12463,C1401,9999,0.04616131675103526
12464,C1402,1111,0.0
12465,C1402,1112,0.0
12466,C1402,1113,0.0
12467,C1402,1114,0.0
12468,C1402,1119,0.0
12469,C1402,1121,0.0
12470,C1402,1122,0.0
12471,C1402,1123,0.0
12472,C1402,1124,0.0
12473,C1402,1125,0.0
12474,C1402,1129,0.0
12475,C1402,1131,0.0
12476,C1402,1132,0.0
12477,C1402,1133,0.0
12478,C1402,1141,0.0
12479,C1402,1142,0.0
12480,C1402,1151,0.0
12481,C1402,1152,6.547280136629527
12482,C1402,1153,0.0
12483,C1402,2111,0.0
12484,C1402,2121,0.0
12485,C1402,2122,0.0
12486,C1402,2123,0.0
12487,C1402,2131,0.0
12488,C1402,2211,0.0
12489,C1402,2212,0.0
12490,C1402,2213,0.0
12491,C1402,2361,0.0
12492,C1402,2362,0.0
12493,C1402,2371,0.0
12494,C1402,2372,0.0
12495,C1402,2373,0.0
12496,C1402,2379,0.0
12497,C1402,2381,2.9155224161728475
12498,C1402,2382,2.941117519831826
12499,C1402,2383,2.346569218027451
12500,C1402,2389,2.1549406031160014
12501,C1402,3111,0.0
12502,C1402,3112,0.0
12503,C1402,3113,0.0
12504,C1402,3114,0.0
12505,C1402,3115,0.0
12506,C1402,3116,0.0
12507,C1402,3117,0.0
12508,C1402,3118,2.8178363547523957
12509,C1402,3119,0.0
12510,C1402,3121,0.0
12511,C1402,3122,0.0
12512,C1402,3131,0.0
12513,C1402,3132,0.0
12514,C1402,3133,0.0
12515,C1402,3141,0.0
12516,C1402,3149,0.0
12517,C1402,3151,0.0
12518,C1402,3152,0.0
12519,C1402,3159,0.0
12520,C1402,3161,0.0
12521,C1402,3162,0.0
12522,C1402,3169,0.0
12523,C1402,3211,0.0
12524,C1402,3212,0.0
12525,C1402,3219,0.0
12526,C1402,3221,0.0
12527,C1402,3222,0.0
12528,C1402,3231,1.3856469490775514
12529,C1402,3241,0.0
12530,C1402,3251,0.0
12531,C1402,3252,0.0
12532,C1402,3253,0.0
12533,C1402,3254,0.0
12534,C1402,3255,0.0
12535,C1402,3256,0.0
12536,C1402,3259,0.0
12537,C1402,3261,0.0
12538,C1402,3262,0.0
12539,C1402,3271,0.0
12540,C1402,3272,0.0
12541,C1402,3273,2.7546471118053755
12542,C1402,3274,0.0
12543,C1402,3279,41.153767562414245
12544,C1402,3311,0.0
12545,C1402,3312,0.0
12546,C1402,3313,0.0
12547,C1402,3314,0.0
12548,C1402,3315,0.0
12549,C1402,3321,0.0
12550,C1402,3322,0.0
12551,C1402,3323,0.0
12552,C1402,3324,0.0
12553,C1402,3325,0.0
12554,C1402,3326,0.0
12555,C1402,3327,0.0
12556,C1402,3328,0.0
12557,C1402,3329,0.0
12558,C1402,3331,0.0
12559,C1402,3332,0.0
12560,C1402,3333,0.0
12561,C1402,3334,0.0
12562,C1402,3335,0.0
12563,C1402,3336,0.0
12564,C1402,3339,0.0
12565,C1402,3341,0.0
12566,C1402,3342,0.0
12567,C1402,3343,0.0
12568,C1402,3344,0.0
12569,C1402,3345,0.3605778240527348
12570,C1402,3346,0.0
12571,C1402,3351,0.0
12572,C1402,3352,0.0
12573,C1402,3353,0.0
12574,C1402,3359,0.0
12575,C1402,3361,0.0
12576,C1402,3362,0.0
12577,C1402,3363,0.0
12578,C1402,3364,0.0
12579,C1402,3365,0.0
12580,C1402,3366,0.0
12581,C1402,3369,0.0
12582,C1402,3371,0.0
12583,C1402,3372,0.0
12584,C1402,3379,0.0
12585,C1402,3391,0.0
12586,C1402,3399,0.0
12587,C1402,4231,0.0
12588,C1402,4232,0.0
12589,C1402,4233,0.0
12590,C1402,4234,5.174775490277868
12591,C1402,4235,0.0
12592,C1402,4236,0.0
12593,C1402,4237,1.744151802340486
12594,C1402,4238,0.0
12595,C1402,4239,0.0
12596,C1402,4241,0.0
12597,C1402,4242,0.0
12598,C1402,4243,0.0
12599,C1402,4244,0.0
12600,C1402,4245,0.0
12601,C1402,4246,2.7162986582349107
12602,C1402,4247,2.2090935515542998
12603,C1402,4248,0.0
12604,C1402,4249,0.0
12605,C1402,4251,0.0
12606,C1402,4411,0.0
12607,C1402,4412,0.0
12608,C1402,4413,4.391983733963355
12609,C1402,4421,2.8632478505899996
12610,C1402,4422,0.0
12611,C1402,4431,2.7699500484677486
12612,C1402,4441,0.0
12613,C1402,4442,0.0
12614,C1402,4451,0.0
12615,C1402,4452,0.0
12616,C1402,4453,0.0
12617,C1402,4461,3.484442689094487
12618,C1402,4471,3.458778193354535
12619,C1402,4481,2.9286083600248247
12620,C1402,4482,3.803899043215223
12621,C1402,4483,4.046395635772868
12622,C1402,4511,4.6869020218798205
12623,C1402,4512,17.924653015248634
12624,C1402,4522,0.0
12625,C1402,4523,0.0
12626,C1402,4531,0.0
12627,C1402,4532,0.0
12628,C1402,4533,11.466676158175659
12629,C1402,4539,0.0
12630,C1402,4541,0.4897576422468421
12631,C1402,4542,0.0
12632,C1402,4543,1.0187994036195747
12633,C1402,4811,0.0
12634,C1402,4812,0.0
12635,C1402,4821,0.0
12636,C1402,4831,0.0
12637,C1402,4832,0.0
12638,C1402,4841,0.0
12639,C1402,4842,0.0
12640,C1402,4851,0.0
12641,C1402,4852,0.0
12642,C1402,4853,16.981233748268497
12643,C1402,4854,0.0
12644,C1402,4855,0.0
12645,C1402,4859,0.0
12646,C1402,4861,0.0
12647,C1402,4862,0.0
12648,C1402,4869,0.0
12649,C1402,4871,0.0
12650,C1402,4872,0.0
12651,C1402,4879,0.0
12652,C1402,4881,0.0
12653,C1402,4882,0.0
12654,C1402,4883,0.0
12655,C1402,4884,0.0
12656,C1402,4885,0.0
12657,C1402,4889,0.0
12658,C1402,4911,0.0
12659,C1402,4921,0.0
12660,C1402,4922,0.0
12661,C1402,4931,0.0
12662,C1402,5111,11.88570687708783
12663,C1402,5112,0.0
12664,C1402,5121,1.4101483787512006
12665,C1402,5122,0.0
12666,C1402,5151,4.1328204656611245
12667,C1402,5152,0.0
12668,C1402,5173,4.267422718231617
12669,C1402,5174,0.0
12670,C1402,5179,0.0
12671,C1402,5182,0.0
12672,C1402,5191,0.0
12673,C1402,5211,0.0
12674,C1402,5221,0.0
12675,C1402,5222,0.0
12676,C1402,5223,0.26138362109846935
12677,C1402,5231,0.0
12678,C1402,5232,0.0
12679,C1402,5239,1.5710955032695015
12680,C1402,5241,0.0
12681,C1402,5242,3.8530484063347163
12682,C1402,5251,0.0
12683,C1402,5259,0.0
12684,C1402,5311,5.250740862579494
12685,C1402,5312,0.0
12686,C1402,5313,0.0
12687,C1402,5321,0.0
12688,C1402,5322,8.659338459943342
12689,C1402,5323,9.766071871052198
12690,C1402,5324,0.0
12691,C1402,5331,0.0
12692,C1402,5411,2.3404045603602768
12693,C1402,5412,2.4708473609418724
12694,C1402,5413,0.0
12695,C1402,5414,1.3528098862958946
12696,C1402,5415,0.0
12697,C1402,5416,0.0
12698,C1402,5417,2.2249967217404363
12699,C1402,5418,0.0
12700,C1402,5419,0.0
12701,C1402,5511,1.9648902912223216
12702,C1402,5611,0.9014876089255496
12703,C1402,5612,0.0
12704,C1402,5613,0.0
12705,C1402,5614,0.0
12706,C1402,5615,1.7443242868087618
12707,C1402,5616,3.1639066942332024
12708,C1402,5617,3.0852894770941717
12709,C1402,5619,0.0
12710,C1402,5621,0.0
12711,C1402,5622,0.0
12712,C1402,5629,3.157167814618436
12713,C1402,6111,2.169010770760009
12714,C1402,6112,0.0
12715,C1402,6113,0.0
12716,C1402,6114,7.27264176797601
12717,C1402,6115,0.0
12718,C1402,6116,0.0
12719,C1402,6117,1.8936077066542605
12720,C1402,6211,0.0
12721,C1402,6212,3.7419360465188647
12722,C1402,6213,0.0
12723,C1402,6214,0.0
12724,C1402,6215,0.0
12725,C1402,6216,2.802915496418644
12726,C1402,6219,0.0
12727,C1402,6221,0.0
12728,C1402,6222,0.0
12729,C1402,6223,0.0
12730,C1402,6231,0.0
12731,C1402,6232,0.0
12732,C1402,6233,3.5402853280181157
12733,C1402,6239,0.0
12734,C1402,6241,2.3124620466109
12735,C1402,6242,0.0
12736,C1402,6243,0.0
12737,C1402,6244,3.9814454379277
12738,C1402,7111,3.5272740892762897
12739,C1402,7112,0.0
12740,C1402,7113,3.8332802012843783
12741,C1402,7114,0.0
12742,C1402,7115,0.0
12743,C1402,7121,0.0
12744,C1402,7131,1.1241404164358004
12745,C1402,7132,0.0
12746,C1402,7139,0.0
12747,C1402,7211,0.0
12748,C1402,7212,17.115829980808854
12749,C1402,7213,167.09134681306153
12750,C1402,7223,0.0
12751,C1402,7224,0.0
12752,C1402,7225,0.0
12753,C1402,8111,3.7555908474583446
12754,C1402,8112,0.0
12755,C1402,8113,0.0
12756,C1402,8114,2.60069146866689
12757,C1402,8121,0.0
12758,C1402,8122,0.0
12759,C1402,8123,1.4990473451742188
12760,C1402,8129,1.7031921896764635
12761,C1402,8131,0.0
12762,C1402,8132,20.43519332663168
12763,C1402,8133,0.0
12764,C1402,8134,0.0
12765,C1402,8139,0.0
12766,C1402,8141,0.0
12767,C1402,9999,0.0
12768,C1410,1111,0.0
12769,C1410,1112,0.0
12770,C1410,1113,0.0
12771,C1410,1114,7.184313719766577
12772,C1410,1119,0.0
12773,C1410,1121,0.0
12774,C1410,1122,0.0
12775,C1410,1123,0.0
12776,C1410,1124,0.0
12777,C1410,1125,0.0
12778,C1410,1129,0.0
12779,C1410,1131,0.0
12780,C1410,1132,0.0
12781,C1410,1133,0.0
12782,C1410,1141,0.0
12783,C1410,1142,0.0
12784,C1410,1151,0.0
12785,C1410,1152,0.0
12786,C1410,1153,0.0
12787,C1410,2111,0.0
12788,C1410,2121,0.0
12789,C1410,2122,0.0
12790,C1410,2123,0.0
12791,C1410,2131,0.0
12792,C1410,2211,0.0
12793,C1410,2212,0.0
12794,C1410,2213,11.717910098644271
12795,C1410,2361,0.0
12796,C1410,2362,0.0
12797,C1410,2371,0.0
12798,C1410,2372,0.0
12799,C1410,2373,0.0
12800,C1410,2379,0.0
12801,C1410,2381,0.9751126941798183
12802,C1410,2382,1.0944852999304515
12803,C1410,2383,0.23365510578079604
12804,C1410,2389,0.0
12805,C1410,3111,0.0
12806,C1410,3112,0.0
12807,C1410,3113,0.0
12808,C1410,3114,0.0
12809,C1410,3115,0.0
12810,C1410,3116,0.0
12811,C1410,3117,0.0
12812,C1410,3118,1.888635539680827
12813,C1410,3119,0.0
12814,C1410,3121,0.0
12815,C1410,3122,0.0
12816,C1410,3131,0.0
12817,C1410,3132,0.0
12818,C1410,3133,0.0
12819,C1410,3141,0.0
12820,C1410,3149,0.0
12821,C1410,3151,0.0
12822,C1410,3152,0.0
12823,C1410,3159,0.0
12824,C1410,3161,0.0
12825,C1410,3162,0.0
12826,C1410,3169,0.0
12827,C1410,3211,0.0
12828,C1410,3212,0.0
12829,C1410,3219,1.1780424228709239
12830,C1410,3221,0.0
12831,C1410,3222,0.0
12832,C1410,3231,0.0
12833,C1410,3241,0.0
12834,C1410,3251,0.0
12835,C1410,3252,0.0
12836,C1410,3253,0.0
12837,C1410,3254,0.0
12838,C1410,3255,0.0
12839,C1410,3256,0.0
12840,C1410,3259,0.0
12841,C1410,3261,7.37142038521774
12842,C1410,3262,0.0
12843,C1410,3271,0.0
12844,C1410,3272,0.0
12845,C1410,3273,2.4378741838195377
12846,C1410,3274,0.0
12847,C1410,3279,0.0
12848,C1410,3311,0.0
12849,C1410,3312,0.0
12850,C1410,3313,0.0
12851,C1410,3314,0.0
12852,C1410,3315,0.0
12853,C1410,3321,0.0
12854,C1410,3322,0.0
12855,C1410,3323,0.0
12856,C1410,3324,0.0
12857,C1410,3325,0.0
12858,C1410,3326,0.0
12859,C1410,3327,0.0
12860,C1410,3328,2.686486520457425
12861,C1410,3329,0.0
12862,C1410,3331,0.0
12863,C1410,3332,11.911533201795637
12864,C1410,3333,0.0
12865,C1410,3334,0.0
12866,C1410,3335,0.0
12867,C1410,3336,0.0
12868,C1410,3339,0.0
12869,C1410,3341,0.0
12870,C1410,3342,0.0
12871,C1410,3343,0.0
12872,C1410,3344,0.0
12873,C1410,3345,0.0
12874,C1410,3346,0.0
12875,C1410,3351,0.0
12876,C1410,3352,0.0
12877,C1410,3353,0.0
12878,C1410,3359,0.0
12879,C1410,3361,0.0
12880,C1410,3362,0.0
12881,C1410,3363,0.0
12882,C1410,3364,0.0
12883,C1410,3365,0.0
12884,C1410,3366,0.0
12885,C1410,3369,0.0
12886,C1410,3371,0.0
12887,C1410,3372,0.0
12888,C1410,3379,0.0
12889,C1410,3391,0.0
12890,C1410,3399,0.0
12891,C1410,4231,0.0
12892,C1410,4232,0.0
12893,C1410,4233,0.0
12894,C1410,4234,0.0
12895,C1410,4235,0.0
12896,C1410,4236,0.615402683856561
12897,C1410,4237,0.0
12898,C1410,4238,0.5307591029040089
12899,C1410,4239,0.0
12900,C1410,4241,0.0
12901,C1410,4242,0.0
12902,C1410,4243,0.0
12903,C1410,4244,0.4089658542297804
12904,C1410,4245,0.0
12905,C1410,4246,0.0
12906,C1410,4247,0.0
12907,C1410,4248,0.0
12908,C1410,4249,3.6057397132663445
12909,C1410,4251,0.0
12910,C1410,4411,2.11441821518992
12911,C1410,4412,0.0
12912,C1410,4413,0.0
12913,C1410,4421,0.6795366052611055
12914,C1410,4422,0.0
12915,C1410,4431,0.0
12916,C1410,4441,0.0
12917,C1410,4442,2.5514407543155615
12918,C1410,4451,2.8229786808277697
12919,C1410,4452,0.0
12920,C1410,4453,0.0
12921,C1410,4461,2.021734168631594
12922,C1410,4471,3.5846093037605002
12923,C1410,4481,0.3582863075613937
12924,C1410,4482,0.8736391163158054
12925,C1410,4483,0.0
12926,C1410,4511,0.0
12927,C1410,4512,0.0
12928,C1410,4522,0.9831304270578125
12929,C1410,4523,0.0
12930,C1410,4531,5.2605381614361
12931,C1410,4532,0.0
12932,C1410,4533,0.0
12933,C1410,4539,1.265678998950758
12934,C1410,4541,0.0
12935,C1410,4542,0.0
12936,C1410,4543,0.0
12937,C1410,4811,0.0
12938,C1410,4812,0.0
12939,C1410,4821,0.0
12940,C1410,4831,0.0
12941,C1410,4832,0.0
12942,C1410,4841,4.0080109240261645
12943,C1410,4842,0.0
12944,C1410,4851,0.0
12945,C1410,4852,0.0
12946,C1410,4853,0.0
12947,C1410,4854,13.753123137716694
12948,C1410,4855,0.0
12949,C1410,4859,0.0
12950,C1410,4861,0.0
12951,C1410,4862,0.0
12952,C1410,4869,0.0
12953,C1410,4871,0.0
12954,C1410,4872,0.0
12955,C1410,4879,0.0
12956,C1410,4881,0.0
12957,C1410,4882,0.0
12958,C1410,4883,0.0
12959,C1410,4884,0.0
12960,C1410,4885,0.0
12961,C1410,4889,0.0
12962,C1410,4911,0.0
12963,C1410,4921,0.0
12964,C1410,4922,0.0
12965,C1410,4931,4.360349724302939
12966,C1410,5111,0.0
12967,C1410,5112,0.0
12968,C1410,5121,0.0
12969,C1410,5122,0.0
12970,C1410,5151,0.0
12971,C1410,5152,0.0
12972,C1410,5173,0.0
12973,C1410,5174,0.0
12974,C1410,5179,0.0
12975,C1410,5182,0.0
12976,C1410,5191,0.0
12977,C1410,5211,0.0
12978,C1410,5221,0.0
12979,C1410,5222,0.0
12980,C1410,5223,0.0
12981,C1410,5231,0.0
12982,C1410,5232,0.0
12983,C1410,5239,0.1847617019793358
12984,C1410,5241,0.0
12985,C1410,5242,0.0
12986,C1410,5251,0.0
12987,C1410,5259,0.0
12988,C1410,5311,0.0
12989,C1410,5312,0.0
12990,C1410,5313,0.3962679923700506
12991,C1410,5321,0.0
12992,C1410,5322,6.483694655639869
12993,C1410,5323,0.0
12994,C1410,5324,0.0
12995,C1410,5331,0.0
12996,C1410,5411,0.6269783604602533
12997,C1410,5412,0.7955725337447738
12998,C1410,5413,0.4053796763533506
12999,C1410,5414,0.0
13000,C1410,5415,0.0
13001,C1410,5416,0.0
13002,C1410,5417,0.0
13003,C1410,5418,6.412057257894272
13004,C1410,5419,1.7042535487174937
13005,C1410,5511,11.399488849449865
13006,C1410,5611,0.0
13007,C1410,5612,0.0
13008,C1410,5613,0.0
13009,C1410,5614,0.11640121504734842
13010,C1410,5615,0.0
13011,C1410,5616,0.0
13012,C1410,5617,1.1315537157846598
13013,C1410,5619,0.0
13014,C1410,5621,0.0
13015,C1410,5622,0.0
13016,C1410,5629,0.0
13017,C1410,6111,0.0
13018,C1410,6112,0.0
13019,C1410,6113,0.0
13020,C1410,6114,1.2014460825691748
13021,C1410,6115,0.0
13022,C1410,6116,0.0
13023,C1410,6117,0.0
13024,C1410,6211,1.1833253799836485
13025,C1410,6212,1.478540514317309
13026,C1410,6213,1.558135461267889
13027,C1410,6214,0.0
13028,C1410,6215,0.7658537512848808
13029,C1410,6216,0.0
13030,C1410,6219,0.0
13031,C1410,6221,0.0
13032,C1410,6222,0.0
13033,C1410,6223,0.0
13034,C1410,6231,0.0
13035,C1410,6232,0.0
13036,C1410,6233,3.0821082597573857
13037,C1410,6239,0.0
13038,C1410,6241,0.9783827816980275
13039,C1410,6242,0.0
13040,C1410,6243,0.0
13041,C1410,6244,2.6375619762597275
13042,C1410,7111,0.0
13043,C1410,7112,0.0
13044,C1410,7113,0.0
13045,C1410,7114,0.0
13046,C1410,7115,0.0
13047,C1410,7121,0.0
13048,C1410,7131,0.0
13049,C1410,7132,0.0
13050,C1410,7139,0.0
13051,C1410,7211,1.7580884290236216
13052,C1410,7212,10.603306647237986
13053,C1410,7213,0.0
13054,C1410,7223,0.0
13055,C1410,7224,0.0
13056,C1410,7225,1.7080358845494328
13057,C1410,8111,0.0
13058,C1410,8112,0.0
13059,C1410,8113,0.0
13060,C1410,8114,0.0
13061,C1410,8121,1.348321190042327
13062,C1410,8122,0.0
13063,C1410,8123,0.0
13064,C1410,8129,1.4866344962547655
13065,C1410,8131,0.0
13066,C1410,8132,0.0
13067,C1410,8133,0.0
13068,C1410,8134,5.355963165139253
13069,C1410,8139,0.0
13070,C1410,8141,0.0
13071,C1410,9999,0.0
13072,C1426,1111,10.693173479269198
13073,C1426,1112,3.160940947978093
13074,C1426,1113,1.5188871492583658
13075,C1426,1114,1.1864694602914834
13076,C1426,1119,0.0
13077,C1426,1121,20.862168031400397
13078,C1426,1122,0.0
13079,C1426,1123,0.0
13080,C1426,1124,0.0
13081,C1426,1125,0.0
13082,C1426,1129,8.44242289966367
13083,C1426,1131,0.0
13084,C1426,1132,0.0
13085,C1426,1133,0.0
13086,C1426,1141,0.0
13087,C1426,1142,0.0
13088,C1426,1151,0.0
13089,C1426,1152,4.967030305958306
13090,C1426,1153,0.0
13091,C1426,2111,0.0
13092,C1426,2121,0.0
13093,C1426,2122,0.0
13094,C1426,2123,0.0
13095,C1426,2131,0.0
13096,C1426,2211,0.0
13097,C1426,2212,0.0
13098,C1426,2213,0.0
13099,C1426,2361,2.974227322415558
13100,C1426,2362,3.511764945239352
13101,C1426,2371,0.0
13102,C1426,2372,5.400912359930232
13103,C1426,2373,3.8261565352374927
13104,C1426,2379,0.0
13105,C1426,2381,0.0
13106,C1426,2382,0.0
13107,C1426,2383,0.0
13108,C1426,2389,0.0
13109,C1426,3111,0.0
13110,C1426,3112,0.0
13111,C1426,3113,0.0
13112,C1426,3114,6.64676146108525
13113,C1426,3115,10.109394841312449
13114,C1426,3116,5.641298481690549
13115,C1426,3117,0.0
13116,C1426,3118,1.5433059228554349
13117,C1426,3119,0.0
13118,C1426,3121,0.0
13119,C1426,3122,0.0
13120,C1426,3131,0.0
13121,C1426,3132,0.0
13122,C1426,3133,0.0
13123,C1426,3141,0.0
13124,C1426,3149,0.0
13125,C1426,3151,0.0
13126,C1426,3152,0.13762039220648783
13127,C1426,3159,5.390320034087721
13128,C1426,3161,0.0
13129,C1426,3162,0.0
13130,C1426,3169,0.0
13131,C1426,3211,4.58387831772736
13132,C1426,3212,7.22605466368755
13133,C1426,3219,11.03704742325253
13134,C1426,3221,0.0
13135,C1426,3222,0.0
13136,C1426,3231,0.0
13137,C1426,3241,0.0
13138,C1426,3251,0.0
13139,C1426,3252,0.0
13140,C1426,3253,2.9421842527450783
13141,C1426,3254,0.0
13142,C1426,3255,0.0
13143,C1426,3256,0.9841548560903712
13144,C1426,3259,0.0
13145,C1426,3261,0.0
13146,C1426,3262,1.0205951848802748
13147,C1426,3271,0.0
13148,C1426,3272,0.631705615922628
13149,C1426,3273,2.8687913256515967
13150,C1426,3274,0.0
13151,C1426,3279,0.0
13152,C1426,3311,0.0
13153,C1426,3312,0.0
13154,C1426,3313,0.0
13155,C1426,3314,0.0
13156,C1426,3315,0.0
13157,C1426,3321,0.0
13158,C1426,3322,2.6212996330184573
13159,C1426,3323,0.0
13160,C1426,3324,3.670184137428736
13161,C1426,3325,0.0
13162,C1426,3326,0.0
13163,C1426,3327,1.219892775670556
13164,C1426,3328,0.36269398361324323
13165,C1426,3329,1.4297041008610865
13166,C1426,3331,0.0
13167,C1426,3332,0.0
13168,C1426,3333,0.0
13169,C1426,3334,0.0
13170,C1426,3335,0.9451413661432962
13171,C1426,3336,0.0
13172,C1426,3339,0.8955730633294062
13173,C1426,3341,0.0
13174,C1426,3342,0.0
13175,C1426,3343,0.0
13176,C1426,3344,0.0
13177,C1426,3345,0.0
13178,C1426,3346,0.0
13179,C1426,3351,0.0
13180,C1426,3352,0.0
13181,C1426,3353,0.0
13182,C1426,3359,0.0
13183,C1426,3361,0.0
13184,C1426,3362,12.650125376008047
13185,C1426,3363,0.0
13186,C1426,3364,0.052935417489614445
13187,C1426,3365,0.0
13188,C1426,3366,0.0
13189,C1426,3369,0.0
13190,C1426,3371,3.866700773390901
13191,C1426,3372,0.0
13192,C1426,3379,0.0
13193,C1426,3391,0.0
13194,C1426,3399,0.0
13195,C1426,4231,2.689628802695003
13196,C1426,4232,1.014534581155167
13197,C1426,4233,3.944834843171887
13198,C1426,4234,0.0
13199,C1426,4235,0.0
13200,C1426,4236,3.5351129558119645
13201,C1426,4237,2.0379392994336567
13202,C1426,4238,3.219448635692253
13203,C1426,4239,1.627791318372834
13204,C1426,4241,2.158021722734799
13205,C1426,4242,0.0
13206,C1426,4243,0.0
13207,C1426,4244,2.2302033503246546
13208,C1426,4245,5.740034938374361
13209,C1426,4246,1.2453015069308668
13210,C1426,4247,1.7011089202226652
13211,C1426,4248,0.0
13212,C1426,4249,3.349771303263387
13213,C1426,4251,0.0
13214,C1426,4411,1.992224925702664
13215,C1426,4412,0.0
13216,C1426,4413,2.460938606689558
13217,C1426,4421,2.0323167380075504
13218,C1426,4422,0.0
13219,C1426,4431,0.0
13220,C1426,4441,2.5503498793667987
13221,C1426,4442,0.0
13222,C1426,4451,1.4045388547794624
13223,C1426,4452,2.3728212684123293
13224,C1426,4453,0.18057078626803288
13225,C1426,4461,1.273259005794069
13226,C1426,4471,2.106661713524349
13227,C1426,4481,1.5312576820736483
13228,C1426,4482,0.0
13229,C1426,4483,0.0
13230,C1426,4511,0.0
13231,C1426,4512,0.0
13232,C1426,4522,0.0
13233,C1426,4523,0.0
13234,C1426,4531,0.0
13235,C1426,4532,0.0
13236,C1426,4533,0.0
13237,C1426,4539,0.0
13238,C1426,4541,0.0
13239,C1426,4542,0.0
13240,C1426,4543,11.935128857095375
13241,C1426,4811,1.7720863481105869
13242,C1426,4812,2.9558194671225593
13243,C1426,4821,0.0
13244,C1426,4831,0.0
13245,C1426,4832,0.0
13246,C1426,4841,2.179936771006371
13247,C1426,4842,2.4545194622289217
13248,C1426,4851,0.0
13249,C1426,4852,0.0
13250,C1426,4853,0.0
13251,C1426,4854,4.765674513572052
13252,C1426,4855,1.0900124492945105
13253,C1426,4859,0.0
13254,C1426,4861,0.0
13255,C1426,4862,0.0
13256,C1426,4869,0.0
13257,C1426,4871,0.0
13258,C1426,4872,0.0
13259,C1426,4879,0.0
13260,C1426,4881,1.4418014770673941
13261,C1426,4882,0.0
13262,C1426,4883,0.0
13263,C1426,4884,1.4520495602583967
13264,C1426,4885,1.264305541443463
13265,C1426,4889,0.0
13266,C1426,4911,0.0
13267,C1426,4921,0.0
13268,C1426,4922,3.198695774780416
13269,C1426,4931,0.9624552875940978
13270,C1426,5111,0.0
13271,C1426,5112,0.0
13272,C1426,5121,1.0179022756780305
13273,C1426,5122,0.18590302589146449
13274,C1426,5151,0.0
13275,C1426,5152,0.0
13276,C1426,5173,1.4499776096284396
13277,C1426,5174,0.0
13278,C1426,5179,0.0
13279,C1426,5182,0.0
13280,C1426,5191,0.0
13281,C1426,5211,0.0
13282,C1426,5221,2.0371147745919576
13283,C1426,5222,0.0
13284,C1426,5223,0.7515777741905469
13285,C1426,5231,0.0
13286,C1426,5232,0.0
13287,C1426,5239,0.0
13288,C1426,5241,0.0
13289,C1426,5242,0.0
13290,C1426,5251,0.0
13291,C1426,5259,0.0
13292,C1426,5311,0.0
13293,C1426,5312,0.0
13294,C1426,5313,1.4137849280456016
13295,C1426,5321,2.019341435383662
13296,C1426,5322,0.0
13297,C1426,5323,6.432634716472365
13298,C1426,5324,0.0
13299,C1426,5331,0.0
13300,C1426,5411,1.1227711362613415
13301,C1426,5412,0.0
13302,C1426,5413,1.8817805546124027
13303,C1426,5414,0.0
13304,C1426,5415,1.5085957450327518
13305,C1426,5416,1.4590667269739168
13306,C1426,5417,0.0
13307,C1426,5418,1.6596592765942106
13308,C1426,5419,3.6537232560955477
13309,C1426,5511,2.012160442920487
13310,C1426,5611,2.2469858310309903
13311,C1426,5612,1.1288382046708718
13312,C1426,5613,1.9637900929010432
13313,C1426,5614,0.0
13314,C1426,5615,0.0
13315,C1426,5616,0.0
13316,C1426,5617,2.3167697650149726
13317,C1426,5619,1.6654231713629053
13318,C1426,5621,2.896606635904141
13319,C1426,5622,0.0
13320,C1426,5629,0.0
13321,C1426,6111,0.5264082359746043
13322,C1426,6112,0.0
13323,C1426,6113,0.6528207852414768
13324,C1426,6114,1.323910213358395
13325,C1426,6115,2.494433235558119
13326,C1426,6116,1.5569417687655889
13327,C1426,6117,0.0
13328,C1426,6211,1.8705997527768305
13329,C1426,6212,2.2092833619533523
13330,C1426,6213,0.0
13331,C1426,6214,0.0
13332,C1426,6215,2.1228782214575035
13333,C1426,6216,0.0
